reconciliation_id,transaction_id,status,matched_at,note
R001810,T002624,disputed,2023-08-10T12:00:00+00:00,auto-matched
R001811,T002628,pending,2023-12-04T12:00:00+00:00,auto-matched
R001812,T002630,disputed,2024-02-09T12:00:00+00:00,
R001813,T002631,reconciled,2024-03-30T12:00:00+00:00,auto-matched
R001814,T002632,pending,2024-04-18T12:00:00+00:00,auto-matched
R001815,T002633,pending,2024-05-30T12:00:00+00:00,
R001816,T002634,reconciled,2024-06-03T12:00:00+00:00,auto-matched
R001817,T002636,pending,2024-08-14T12:00:00+00:00,auto-matched
R001818,T002637,reconciled,2024-09-15T12:00:00+00:00,
R001819,T002638,reconciled,2024-10-07T12:00:00+00:00,auto-matched
R001820,T002639,disputed,2024-11-27T12:00:00+00:00,auto-matched
R001821,T002640,disputed,2024-12-29T12:00:00+00:00,
R001822,T002641,pending,2023-01-05T12:00:00+00:00,auto-matched
R001823,T002643,pending,2023-03-11T12:00:00+00:00,auto-matched
R001824,T002644,disputed,2023-04-28T12:00:00+00:00,
R001825,T002645,disputed,2023-05-04T12:00:00+00:00,auto-matched
R001826,T002646,reconciled,2023-06-07T12:00:00+00:00,auto-matched
R001827,T002647,reconciled,2023-07-11T12:00:00+00:00,
R001828,T002650,reconciled,2023-10-04T12:00:00+00:00,auto-matched
R001829,T002651,reconciled,2023-11-21T12:00:00+00:00,auto-matched
R001830,T002653,pending,2024-01-21T12:00:00+00:00,
R001831,T002654,disputed,2024-02-22T12:00:00+00:00,auto-matched
R001832,T002656,pending,2024-04-23T12:00:00+00:00,auto-matched
R001833,T002660,reconciled,2024-08-23T12:00:00+00:00,
R001834,T002661,disputed,2024-09-17T12:00:00+00:00,auto-matched
R001835,T002662,disputed,2024-10-20T12:00:00+00:00,auto-matched
R001836,T002663,reconciled,2024-11-09T12:00:00+00:00,
R001837,T002665,pending,2023-01-06T12:00:00+00:00,auto-matched
R001838,T002666,pending,2023-02-14T12:00:00+00:00,auto-matched
R001839,T002667,pending,2023-03-28T12:00:00+00:00,
R001840,T002668,reconciled,2023-04-16T12:00:00+00:00,auto-matched
R001841,T002669,reconciled,2023-05-29T12:00:00+00:00,auto-matched
R001842,T002670,disputed,2023-06-18T12:00:00+00:00,
R001843,T002671,reconciled,2023-07-11T12:00:00+00:00,auto-matched
R001844,T002672,disputed,2023-08-17T12:00:00+00:00,auto-matched
R001845,T002673,disputed,2023-09-09T12:00:00+00:00,
R001846,T002674,disputed,2023-10-16T12:00:00+00:00,auto-matched
R001847,T002675,disputed,2023-11-09T12:00:00+00:00,auto-matched
R001848,T002677,disputed,2024-01-17T12:00:00+00:00,
R001849,T002678,reconciled,2024-02-17T12:00:00+00:00,auto-matched
R001850,T002679,reconciled,2024-03-11T12:00:00+00:00,auto-matched
R001851,T002680,pending,2024-04-11T12:00:00+00:00,
R001852,T002681,disputed,2024-05-12T12:00:00+00:00,auto-matched
R001853,T002682,reconciled,2024-06-09T12:00:00+00:00,auto-matched
R001854,T002683,reconciled,2024-07-18T12:00:00+00:00,
R001855,T002685,pending,2024-09-02T12:00:00+00:00,auto-matched
R001856,T002686,disputed,2024-10-21T12:00:00+00:00,auto-matched
R001857,T002687,disputed,2024-11-07T12:00:00+00:00,
R001858,T002689,reconciled,2023-01-05T12:00:00+00:00,auto-matched
R001859,T002690,disputed,2023-02-20T12:00:00+00:00,auto-matched
R001860,T002691,disputed,2023-03-18T12:00:00+00:00,
R001861,T002692,disputed,2023-04-19T12:00:00+00:00,auto-matched
R001862,T002693,pending,2023-05-18T12:00:00+00:00,auto-matched
R001863,T002695,pending,2023-07-23T12:00:00+00:00,
R001864,T002697,reconciled,2023-09-12T12:00:00+00:00,auto-matched
R001865,T002699,pending,2023-11-02T12:00:00+00:00,auto-matched
R001866,T002701,disputed,2024-01-29T12:00:00+00:00,
R001867,T002702,pending,2024-02-20T12:00:00+00:00,auto-matched
R001868,T002703,reconciled,2024-03-17T12:00:00+00:00,auto-matched
R001869,T002705,pending,2024-05-17T12:00:00+00:00,
R001870,T002706,pending,2024-06-23T12:00:00+00:00,auto-matched
R001871,T002709,reconciled,2024-09-27T12:00:00+00:00,auto-matched
R001872,T002710,pending,2024-10-24T12:00:00+00:00,
R001873,T002711,reconciled,2024-11-28T12:00:00+00:00,auto-matched
R001874,T002712,reconciled,2024-12-22T12:00:00+00:00,auto-matched
R001875,T002713,disputed,2023-01-17T12:00:00+00:00,
R001876,T002714,reconciled,2023-02-05T12:00:00+00:00,auto-matched
R001877,T002716,reconciled,2023-04-25T12:00:00+00:00,auto-matched
R001878,T002717,reconciled,2023-05-16T12:00:00+00:00,
R001879,T002718,reconciled,2023-06-21T12:00:00+00:00,auto-matched
R001880,T002719,reconciled,2023-07-11T12:00:00+00:00,auto-matched
R001881,T002720,pending,2023-08-16T12:00:00+00:00,
R001882,T002721,disputed,2023-09-14T12:00:00+00:00,auto-matched
R001883,T002722,disputed,2023-10-31T12:00:00+00:00,auto-matched
R001884,T002723,pending,2023-11-16T12:00:00+00:00,
R001885,T002725,reconciled,2024-01-18T12:00:00+00:00,auto-matched
R001886,T002726,disputed,2024-02-01T12:00:00+00:00,auto-matched
R001887,T002727,disputed,2024-03-31T12:00:00+00:00,
R001888,T002728,reconciled,2024-04-02T12:00:00+00:00,auto-matched
R001889,T002729,pending,2024-05-22T12:00:00+00:00,auto-matched
R001890,T002730,pending,2024-06-21T12:00:00+00:00,
R001891,T002732,pending,2024-08-30T12:00:00+00:00,auto-matched
R001892,T002733,reconciled,2024-09-30T12:00:00+00:00,auto-matched
R001893,T002734,disputed,2024-10-21T12:00:00+00:00,
R001894,T002735,disputed,2024-11-29T12:00:00+00:00,auto-matched
R001895,T002737,reconciled,2023-01-06T12:00:00+00:00,auto-matched
R001896,T002738,disputed,2023-02-23T12:00:00+00:00,
R001897,T002739,reconciled,2023-03-01T12:00:00+00:00,auto-matched
R001898,T002741,disputed,2023-05-13T12:00:00+00:00,auto-matched
R001899,T002743,pending,2023-07-24T12:00:00+00:00,
R001900,T002744,pending,2023-08-12T12:00:00+00:00,auto-matched
R001901,T002745,reconciled,2023-09-24T12:00:00+00:00,auto-matched
R001902,T002746,pending,2023-10-13T12:00:00+00:00,
R001903,T002748,disputed,2023-12-13T12:00:00+00:00,auto-matched
R001904,T002749,disputed,2024-01-05T12:00:00+00:00,auto-matched
R001905,T002750,disputed,2024-02-10T12:00:00+00:00,
R001906,T002751,disputed,2024-03-30T12:00:00+00:00,auto-matched
R001907,T002752,pending,2024-04-28T12:00:00+00:00,auto-matched
R001908,T002753,disputed,2024-05-22T12:00:00+00:00,
R001909,T002754,pending,2024-06-05T12:00:00+00:00,auto-matched
R001910,T002755,disputed,2024-07-09T12:00:00+00:00,auto-matched
R001911,T002758,pending,2024-10-14T12:00:00+00:00,
R001912,T002759,pending,2024-11-24T12:00:00+00:00,auto-matched
R001913,T002762,pending,2023-02-08T12:00:00+00:00,auto-matched
R001914,T002763,pending,2023-03-31T12:00:00+00:00,
R001915,T002764,reconciled,2023-04-11T12:00:00+00:00,auto-matched
R001916,T002766,disputed,2023-06-03T12:00:00+00:00,auto-matched
R001917,T002767,reconciled,2023-07-28T12:00:00+00:00,
R001918,T002770,reconciled,2023-10-27T12:00:00+00:00,auto-matched
R001919,T002772,pending,2023-12-07T12:00:00+00:00,auto-matched
R001920,T002773,reconciled,2024-01-07T12:00:00+00:00,
R001921,T002774,pending,2024-02-01T12:00:00+00:00,auto-matched
R001922,T002776,pending,2024-04-01T12:00:00+00:00,auto-matched
R001923,T002777,pending,2024-05-22T12:00:00+00:00,
R001924,T002778,reconciled,2024-06-14T12:00:00+00:00,auto-matched
R001925,T002779,pending,2024-07-08T12:00:00+00:00,auto-matched
R001926,T002780,pending,2024-08-16T12:00:00+00:00,
R001927,T002781,reconciled,2024-09-15T12:00:00+00:00,auto-matched
R001928,T002782,reconciled,2024-10-19T12:00:00+00:00,auto-matched
R001929,T002784,disputed,2024-12-09T12:00:00+00:00,
R001930,T002786,pending,2023-02-14T12:00:00+00:00,auto-matched
R001931,T002787,disputed,2023-03-25T12:00:00+00:00,auto-matched
R001932,T002788,reconciled,2023-04-08T12:00:00+00:00,
R001933,T002789,reconciled,2023-05-09T12:00:00+00:00,auto-matched
R001934,T002793,disputed,2023-09-18T12:00:00+00:00,auto-matched
R001935,T002794,disputed,2023-10-30T12:00:00+00:00,
R001936,T002796,disputed,2023-12-31T12:00:00+00:00,auto-matched
R001937,T002798,disputed,2024-02-08T12:00:00+00:00,auto-matched
R001938,T002800,reconciled,2024-04-11T12:00:00+00:00,
R001939,T002801,disputed,2024-05-31T12:00:00+00:00,auto-matched
R001940,T002802,disputed,2024-06-23T12:00:00+00:00,auto-matched
R001941,T002803,reconciled,2024-07-01T12:00:00+00:00,
R001942,T002804,reconciled,2024-08-06T12:00:00+00:00,auto-matched
R001943,T002805,reconciled,2024-09-12T12:00:00+00:00,auto-matched
R001944,T002806,pending,2024-10-10T12:00:00+00:00,
R001945,T002807,reconciled,2024-11-05T12:00:00+00:00,auto-matched
R001946,T002808,reconciled,2024-12-05T12:00:00+00:00,auto-matched
R001947,T002810,disputed,2023-02-01T12:00:00+00:00,
R001948,T002811,pending,2023-03-31T12:00:00+00:00,auto-matched
R001949,T002812,pending,2023-04-23T12:00:00+00:00,auto-matched
R001950,T002816,reconciled,2023-08-20T12:00:00+00:00,
R001951,T002818,reconciled,2023-10-29T12:00:00+00:00,auto-matched
R001952,T002821,pending,2024-01-03T12:00:00+00:00,auto-matched
R001953,T002823,reconciled,2024-03-24T12:00:00+00:00,
R001954,T002826,reconciled,2024-06-08T12:00:00+00:00,auto-matched
R001955,T002829,reconciled,2024-09-11T12:00:00+00:00,auto-matched
R001956,T002831,pending,2024-11-08T12:00:00+00:00,
R001957,T002832,disputed,2024-12-24T12:00:00+00:00,auto-matched
R001958,T002833,disputed,2023-01-16T12:00:00+00:00,auto-matched
R001959,T002837,disputed,2023-05-16T12:00:00+00:00,
R001960,T002838,pending,2023-06-27T12:00:00+00:00,auto-matched
R001961,T002841,pending,2023-09-15T12:00:00+00:00,auto-matched
R001962,T002842,pending,2023-10-13T12:00:00+00:00,
R001963,T002844,reconciled,2023-12-25T12:00:00+00:00,auto-matched
R001964,T002846,pending,2024-02-08T12:00:00+00:00,auto-matched
R001965,T002848,disputed,2024-04-12T12:00:00+00:00,
R001966,T002849,reconciled,2024-05-03T12:00:00+00:00,auto-matched
R001967,T002850,disputed,2024-06-16T12:00:00+00:00,auto-matched
R001968,T002853,pending,2024-09-28T12:00:00+00:00,
R001969,T002855,reconciled,2024-11-07T12:00:00+00:00,auto-matched
R001970,T002857,pending,2023-01-26T12:00:00+00:00,auto-matched
R001971,T002859,disputed,2023-03-03T12:00:00+00:00,
R001972,T002860,pending,2023-04-22T12:00:00+00:00,auto-matched
R001973,T002863,disputed,2023-07-23T12:00:00+00:00,auto-matched
R001974,T002864,pending,2023-08-04T12:00:00+00:00,
R001975,T002865,pending,2023-09-08T12:00:00+00:00,auto-matched
R001976,T002866,disputed,2023-10-04T12:00:00+00:00,auto-matched
R001977,T002867,pending,2023-11-05T12:00:00+00:00,
R001978,T002868,pending,2023-12-19T12:00:00+00:00,auto-matched
R001979,T002869,disputed,2024-01-15T12:00:00+00:00,auto-matched
R001980,T002871,reconciled,2024-03-18T12:00:00+00:00,
R001981,T002872,pending,2024-04-03T12:00:00+00:00,auto-matched
R001982,T002873,reconciled,2024-05-20T12:00:00+00:00,auto-matched
R001983,T002874,reconciled,2024-06-01T12:00:00+00:00,
R001984,T002876,disputed,2024-08-24T12:00:00+00:00,auto-matched
R001985,T002879,pending,2024-11-21T12:00:00+00:00,auto-matched
R001986,T002884,disputed,2023-04-28T12:00:00+00:00,
R001987,T002886,reconciled,2023-06-21T12:00:00+00:00,auto-matched
R001988,T002887,disputed,2023-07-18T12:00:00+00:00,auto-matched
R001989,T002888,pending,2023-08-14T12:00:00+00:00,
R001990,T002889,disputed,2023-09-16T12:00:00+00:00,auto-matched
R001991,T002890,reconciled,2023-10-07T12:00:00+00:00,auto-matched
R001992,T002891,disputed,2023-11-05T12:00:00+00:00,
R001993,T002892,reconciled,2023-12-05T12:00:00+00:00,auto-matched
R001994,T002893,disputed,2024-01-20T12:00:00+00:00,auto-matched
R001995,T002895,disputed,2024-03-01T12:00:00+00:00,
R001996,T002896,reconciled,2024-04-08T12:00:00+00:00,auto-matched
R001997,T002898,reconciled,2024-06-30T12:00:00+00:00,auto-matched
R001998,T002900,disputed,2024-08-30T12:00:00+00:00,
R001999,T002901,pending,2024-09-12T12:00:00+00:00,auto-matched
R002000,T002903,reconciled,2024-11-28T12:00:00+00:00,auto-matched
R002001,T002904,pending,2024-12-25T12:00:00+00:00,
R002002,T002906,pending,2023-02-22T12:00:00+00:00,auto-matched
R002003,T002907,reconciled,2023-03-29T12:00:00+00:00,auto-matched
R002004,T002908,disputed,2023-04-05T12:00:00+00:00,
R002005,T002909,reconciled,2023-05-06T12:00:00+00:00,auto-matched
R002006,T002910,reconciled,2023-06-01T12:00:00+00:00,auto-matched
R002007,T002912,pending,2023-08-12T12:00:00+00:00,
R002008,T002913,reconciled,2023-09-09T12:00:00+00:00,auto-matched
R002009,T002914,reconciled,2023-10-17T12:00:00+00:00,auto-matched
R002010,T002917,pending,2024-01-22T12:00:00+00:00,
R002011,T002918,reconciled,2024-02-11T12:00:00+00:00,auto-matched
R002012,T002919,disputed,2024-03-05T12:00:00+00:00,auto-matched
R002013,T002920,disputed,2024-04-04T12:00:00+00:00,
R002014,T002922,disputed,2024-06-19T12:00:00+00:00,auto-matched
R002015,T002924,pending,2024-08-13T12:00:00+00:00,auto-matched
R002016,T002926,pending,2024-10-21T12:00:00+00:00,
R002017,T002930,reconciled,2023-02-27T12:00:00+00:00,auto-matched
R002018,T002932,pending,2023-04-01T12:00:00+00:00,auto-matched
R002019,T002933,disputed,2023-05-13T12:00:00+00:00,
R002020,T002935,pending,2023-07-08T12:00:00+00:00,auto-matched
R002021,T002936,pending,2023-08-25T12:00:00+00:00,auto-matched
R002022,T002937,pending,2023-09-25T12:00:00+00:00,
R002023,T002939,reconciled,2023-11-30T12:00:00+00:00,auto-matched
R002024,T002940,pending,2023-12-02T12:00:00+00:00,auto-matched
R002025,T002942,pending,2024-02-03T12:00:00+00:00,
R002026,T002943,reconciled,2024-03-07T12:00:00+00:00,auto-matched
R002027,T002944,pending,2024-04-01T12:00:00+00:00,auto-matched
R002028,T002945,disputed,2024-05-05T12:00:00+00:00,
R002029,T002947,pending,2024-07-17T12:00:00+00:00,auto-matched
R002030,T002948,reconciled,2024-08-21T12:00:00+00:00,auto-matched
R002031,T002949,reconciled,2024-09-22T12:00:00+00:00,
R002032,T002950,reconciled,2024-10-07T12:00:00+00:00,auto-matched
R002033,T002951,disputed,2024-11-09T12:00:00+00:00,auto-matched
R002034,T002952,disputed,2024-12-13T12:00:00+00:00,
R002035,T002953,pending,2023-01-24T12:00:00+00:00,auto-matched
R002036,T002954,reconciled,2023-02-18T12:00:00+00:00,auto-matched
R002037,T002955,disputed,2023-03-14T12:00:00+00:00,
R002038,T002956,pending,2023-04-09T12:00:00+00:00,auto-matched
R002039,T002957,disputed,2023-05-24T12:00:00+00:00,auto-matched
R002040,T002958,pending,2023-06-15T12:00:00+00:00,
R002041,T002959,pending,2023-07-23T12:00:00+00:00,auto-matched
R002042,T002962,disputed,2023-10-14T12:00:00+00:00,auto-matched
R002043,T002963,pending,2023-11-23T12:00:00+00:00,
R002044,T002964,reconciled,2023-12-18T12:00:00+00:00,auto-matched
R002045,T002966,disputed,2024-02-02T12:00:00+00:00,auto-matched
R002046,T002967,reconciled,2024-03-16T12:00:00+00:00,
R002047,T002971,reconciled,2024-07-26T12:00:00+00:00,auto-matched
R002048,T002972,disputed,2024-08-15T12:00:00+00:00,auto-matched
R002049,T002973,pending,2024-09-14T12:00:00+00:00,
R002050,T002975,pending,2024-11-27T12:00:00+00:00,auto-matched
R002051,T002976,disputed,2024-12-25T12:00:00+00:00,auto-matched
R002052,T002978,disputed,2023-02-19T12:00:00+00:00,
R002053,T002979,pending,2023-03-06T12:00:00+00:00,auto-matched
R002054,T002980,reconciled,2023-04-03T12:00:00+00:00,auto-matched
R002055,T002982,pending,2023-06-21T12:00:00+00:00,
R002056,T002984,reconciled,2023-08-30T12:00:00+00:00,auto-matched
R002057,T002985,disputed,2023-09-27T12:00:00+00:00,auto-matched
R002058,T002986,disputed,2023-10-29T12:00:00+00:00,
R002059,T002987,reconciled,2023-11-29T12:00:00+00:00,auto-matched
R002060,T002988,pending,2023-12-11T12:00:00+00:00,auto-matched
R002061,T002989,pending,2024-01-04T12:00:00+00:00,
R002062,T002991,pending,2024-03-05T12:00:00+00:00,auto-matched
R002063,T002992,pending,2024-04-26T12:00:00+00:00,auto-matched
R002064,T002994,pending,2024-06-04T12:00:00+00:00,
R002065,T002995,pending,2024-07-06T12:00:00+00:00,auto-matched
R002066,T002996,pending,2024-08-16T12:00:00+00:00,auto-matched
R002067,T002999,disputed,2024-11-13T12:00:00+00:00,
R002068,T003000,reconciled,2024-12-14T12:00:00+00:00,auto-matched
R002069,T003001,disputed,2023-01-06T12:00:00+00:00,auto-matched
R002070,T003005,pending,2023-05-01T12:00:00+00:00,
R002071,T003007,disputed,2023-07-14T12:00:00+00:00,auto-matched
R002072,T003008,pending,2023-08-28T12:00:00+00:00,auto-matched
R002073,T003010,disputed,2023-10-10T12:00:00+00:00,
R002074,T003011,reconciled,2023-11-20T12:00:00+00:00,auto-matched
R002075,T003012,reconciled,2023-12-11T12:00:00+00:00,auto-matched
R002076,T003013,disputed,2024-01-01T12:00:00+00:00,
R002077,T003014,reconciled,2024-02-27T12:00:00+00:00,auto-matched
R002078,T003015,pending,2024-03-02T12:00:00+00:00,auto-matched
R002079,T003018,pending,2024-06-05T12:00:00+00:00,
R002080,T003023,pending,2024-11-20T12:00:00+00:00,auto-matched
R002081,T003025,reconciled,2023-01-11T12:00:00+00:00,auto-matched
R002082,T003032,pending,2023-08-05T12:00:00+00:00,
R002083,T003034,disputed,2023-10-20T12:00:00+00:00,auto-matched
R002084,T003037,reconciled,2024-01-29T12:00:00+00:00,auto-matched
R002085,T003039,reconciled,2024-03-27T12:00:00+00:00,
R002086,T003040,reconciled,2024-04-20T12:00:00+00:00,auto-matched
R002087,T003041,disputed,2024-05-17T12:00:00+00:00,auto-matched
R002088,T003042,reconciled,2024-06-17T12:00:00+00:00,
R002089,T003043,reconciled,2024-07-14T12:00:00+00:00,auto-matched
R002090,T003044,reconciled,2024-08-28T12:00:00+00:00,auto-matched
R002091,T003045,reconciled,2024-09-21T12:00:00+00:00,
R002092,T003046,reconciled,2024-10-01T12:00:00+00:00,auto-matched
R002093,T003047,reconciled,2024-11-08T12:00:00+00:00,auto-matched
R002094,T003048,disputed,2024-12-11T12:00:00+00:00,
R002095,T003049,pending,2023-01-10T12:00:00+00:00,auto-matched
R002096,T003051,disputed,2023-03-05T12:00:00+00:00,auto-matched
R002097,T003052,reconciled,2023-04-22T12:00:00+00:00,
R002098,T003053,pending,2023-05-01T12:00:00+00:00,auto-matched
R002099,T003054,pending,2023-06-06T12:00:00+00:00,auto-matched
R002100,T003055,reconciled,2023-07-24T12:00:00+00:00,
R002101,T003056,pending,2023-08-11T12:00:00+00:00,auto-matched
R002102,T003059,reconciled,2023-11-04T12:00:00+00:00,auto-matched
R002103,T003061,disputed,2024-01-25T12:00:00+00:00,
R002104,T003065,disputed,2024-05-13T12:00:00+00:00,auto-matched
R002105,T003066,disputed,2024-06-04T12:00:00+00:00,auto-matched
R002106,T003068,pending,2024-08-16T12:00:00+00:00,
R002107,T003070,pending,2024-10-18T12:00:00+00:00,auto-matched
R002108,T003071,disputed,2024-11-08T12:00:00+00:00,auto-matched
R002109,T003072,disputed,2024-12-27T12:00:00+00:00,
R002110,T003073,disputed,2023-01-23T12:00:00+00:00,auto-matched
R002111,T003074,disputed,2023-02-27T12:00:00+00:00,auto-matched
R002112,T003076,disputed,2023-04-25T12:00:00+00:00,
R002113,T003077,reconciled,2023-05-01T12:00:00+00:00,auto-matched
R002114,T003079,pending,2023-07-10T12:00:00+00:00,auto-matched
R002115,T003081,disputed,2023-09-18T12:00:00+00:00,
R002116,T003083,disputed,2023-11-30T12:00:00+00:00,auto-matched
R002117,T003084,reconciled,2023-12-18T12:00:00+00:00,auto-matched
R002118,T003085,pending,2024-01-10T12:00:00+00:00,
R002119,T003086,reconciled,2024-02-25T12:00:00+00:00,auto-matched
R002120,T003087,reconciled,2024-03-07T12:00:00+00:00,auto-matched
R002121,T003088,reconciled,2024-04-14T12:00:00+00:00,
R002122,T003089,disputed,2024-05-20T12:00:00+00:00,auto-matched
R002123,T003090,pending,2024-06-10T12:00:00+00:00,auto-matched
R002124,T003093,reconciled,2024-09-13T12:00:00+00:00,
R002125,T003094,reconciled,2024-10-28T12:00:00+00:00,auto-matched
R002126,T003095,pending,2024-11-03T12:00:00+00:00,auto-matched
R002127,T003096,disputed,2024-12-16T12:00:00+00:00,
R002128,T003097,pending,2023-01-29T12:00:00+00:00,auto-matched
R002129,T003098,pending,2023-02-20T12:00:00+00:00,auto-matched
R002130,T003100,disputed,2023-04-10T12:00:00+00:00,
R002131,T003101,pending,2023-05-03T12:00:00+00:00,auto-matched
R002132,T003102,reconciled,2023-06-15T12:00:00+00:00,auto-matched
R002133,T003105,disputed,2023-09-23T12:00:00+00:00,
R002134,T003106,disputed,2023-10-22T12:00:00+00:00,auto-matched
R002135,T003108,reconciled,2023-12-10T12:00:00+00:00,auto-matched
R002136,T003109,pending,2024-01-03T12:00:00+00:00,
R002137,T003111,reconciled,2024-03-19T12:00:00+00:00,auto-matched
R002138,T003112,pending,2024-04-09T12:00:00+00:00,auto-matched
R002139,T003113,disputed,2024-05-05T12:00:00+00:00,
R002140,T003114,reconciled,2024-06-09T12:00:00+00:00,auto-matched
R002141,T003115,disputed,2024-07-25T12:00:00+00:00,auto-matched
R002142,T003116,disputed,2024-08-25T12:00:00+00:00,
R002143,T003117,reconciled,2024-09-27T12:00:00+00:00,auto-matched
R002144,T003118,disputed,2024-10-06T12:00:00+00:00,auto-matched
R002145,T003119,disputed,2024-11-05T12:00:00+00:00,
R002146,T003120,reconciled,2024-12-25T12:00:00+00:00,auto-matched
R002147,T003121,reconciled,2023-01-30T12:00:00+00:00,auto-matched
R002148,T003122,disputed,2023-02-04T12:00:00+00:00,
R002149,T003123,reconciled,2023-03-04T12:00:00+00:00,auto-matched
R002150,T003125,pending,2023-05-21T12:00:00+00:00,auto-matched
R002151,T003126,reconciled,2023-06-14T12:00:00+00:00,
R002152,T003128,pending,2023-08-06T12:00:00+00:00,auto-matched
R002153,T003131,reconciled,2023-11-27T12:00:00+00:00,auto-matched
R002154,T003132,reconciled,2023-12-30T12:00:00+00:00,
R002155,T003133,reconciled,2024-01-09T12:00:00+00:00,auto-matched
R002156,T003134,pending,2024-02-11T12:00:00+00:00,auto-matched
R002157,T003135,disputed,2024-03-05T12:00:00+00:00,
R002158,T003138,disputed,2024-06-09T12:00:00+00:00,auto-matched
R002159,T003139,pending,2024-07-06T12:00:00+00:00,auto-matched
R002160,T003141,pending,2024-09-04T12:00:00+00:00,
R002161,T003146,reconciled,2023-02-25T12:00:00+00:00,auto-matched
R002162,T003147,pending,2023-03-13T12:00:00+00:00,auto-matched
R002163,T003149,disputed,2023-05-25T12:00:00+00:00,
R002164,T003150,reconciled,2023-06-29T12:00:00+00:00,auto-matched
R002165,T003152,pending,2023-08-22T12:00:00+00:00,auto-matched
R002166,T003154,pending,2023-10-18T12:00:00+00:00,
R002167,T003155,reconciled,2023-11-18T12:00:00+00:00,auto-matched
R002168,T003156,disputed,2023-12-10T12:00:00+00:00,auto-matched
R002169,T003157,reconciled,2024-01-08T12:00:00+00:00,
R002170,T003160,pending,2024-04-28T12:00:00+00:00,auto-matched
R002171,T003161,pending,2024-05-05T12:00:00+00:00,auto-matched
R002172,T003162,reconciled,2024-06-08T12:00:00+00:00,
R002173,T003164,reconciled,2024-08-04T12:00:00+00:00,auto-matched
R002174,T003165,pending,2024-09-21T12:00:00+00:00,auto-matched
R002175,T003166,pending,2024-10-26T12:00:00+00:00,
R002176,T003167,pending,2024-11-20T12:00:00+00:00,auto-matched
R002177,T003169,disputed,2023-01-04T12:00:00+00:00,auto-matched
R002178,T003170,disputed,2023-02-11T12:00:00+00:00,
R002179,T003171,reconciled,2023-03-26T12:00:00+00:00,auto-matched
R002180,T003172,reconciled,2023-04-01T12:00:00+00:00,auto-matched
R002181,T003174,reconciled,2023-06-29T12:00:00+00:00,
R002182,T003175,disputed,2023-07-24T12:00:00+00:00,auto-matched
R002183,T003176,disputed,2023-08-09T12:00:00+00:00,auto-matched
R002184,T003179,disputed,2023-11-18T12:00:00+00:00,
R002185,T003180,reconciled,2023-12-06T12:00:00+00:00,auto-matched
R002186,T003181,disputed,2024-01-31T12:00:00+00:00,auto-matched
R002187,T003182,disputed,2024-02-13T12:00:00+00:00,
R002188,T003184,reconciled,2024-04-15T12:00:00+00:00,auto-matched
R002189,T003185,reconciled,2024-05-28T12:00:00+00:00,auto-matched
R002190,T003186,reconciled,2024-06-22T12:00:00+00:00,
R002191,T003187,disputed,2024-07-19T12:00:00+00:00,auto-matched
R002192,T003188,pending,2024-08-13T12:00:00+00:00,auto-matched
R002193,T003189,disputed,2024-09-15T12:00:00+00:00,
R002194,T003190,pending,2024-10-01T12:00:00+00:00,auto-matched
R002195,T003191,pending,2024-11-12T12:00:00+00:00,auto-matched
R002196,T003192,disputed,2024-12-15T12:00:00+00:00,
R002197,T003194,disputed,2023-02-21T12:00:00+00:00,auto-matched
R002198,T003195,disputed,2023-03-07T12:00:00+00:00,auto-matched
R002199,T003198,disputed,2023-06-17T12:00:00+00:00,
R002200,T003199,pending,2023-07-01T12:00:00+00:00,auto-matched
R002201,T003201,pending,2023-09-05T12:00:00+00:00,auto-matched
R002202,T003202,disputed,2023-10-18T12:00:00+00:00,
R002203,T003203,reconciled,2023-11-04T12:00:00+00:00,auto-matched
R002204,T003204,reconciled,2023-12-02T12:00:00+00:00,auto-matched
R002205,T003206,pending,2024-02-05T12:00:00+00:00,
R002206,T003209,pending,2024-05-27T12:00:00+00:00,auto-matched
R002207,T003210,reconciled,2024-06-04T12:00:00+00:00,auto-matched
R002208,T003211,pending,2024-07-11T12:00:00+00:00,
R002209,T003212,pending,2024-08-17T12:00:00+00:00,auto-matched
R002210,T003213,reconciled,2024-09-27T12:00:00+00:00,auto-matched
R002211,T003214,reconciled,2024-10-04T12:00:00+00:00,
R002212,T003215,pending,2024-11-02T12:00:00+00:00,auto-matched
R002213,T003216,reconciled,2024-12-28T12:00:00+00:00,auto-matched
R002214,T003217,disputed,2023-01-29T12:00:00+00:00,
R002215,T003219,pending,2023-03-05T12:00:00+00:00,auto-matched
R002216,T003221,pending,2023-05-24T12:00:00+00:00,auto-matched
R002217,T003222,pending,2023-06-15T12:00:00+00:00,
R002218,T003224,pending,2023-08-10T12:00:00+00:00,auto-matched
R002219,T003226,reconciled,2023-10-01T12:00:00+00:00,auto-matched
R002220,T003227,reconciled,2023-11-07T12:00:00+00:00,
R002221,T003228,reconciled,2023-12-11T12:00:00+00:00,auto-matched
R002222,T003230,reconciled,2024-02-16T12:00:00+00:00,auto-matched
R002223,T003233,pending,2024-05-31T12:00:00+00:00,
R002224,T003235,pending,2024-07-28T12:00:00+00:00,auto-matched
R002225,T003237,pending,2024-09-21T12:00:00+00:00,auto-matched
R002226,T003239,pending,2024-11-20T12:00:00+00:00,
R002227,T003240,disputed,2024-12-18T12:00:00+00:00,auto-matched
R002228,T003241,pending,2023-01-22T12:00:00+00:00,auto-matched
